Name,Path,Cancer
brain_menin_0405.jpg,C:\Brain Cancer Prediction\data\Images\brain_menin\brain_menin_0405.jpg,brain_menin
brain_tumor_0630.jpg,C:\Brain Cancer Prediction\data\Images\brain_tumor\brain_tumor_0630.jpg,brain_tumor
brain_glioma_1859.jpg,C:\Brain Cancer Prediction\data\Images\brain_glioma\brain_glioma_1859.jpg,brain_glioma
brain_menin_0593.jpg,C:\Brain Cancer Prediction\data\Images\brain_menin\brain_menin_0593.jpg,brain_menin
brain_menin_1221.jpg,C:\Brain Cancer Prediction\data\Images\brain_menin\brain_menin_1221.jpg,brain_menin
brain_tumor_1518.jpg,C:\Brain Cancer Prediction\data\Images\brain_tumor\brain_tumor_1518.jpg,brain_tumor
brain_glioma_1502.jpg,C:\Brain Cancer Prediction\data\Images\brain_glioma\brain_glioma_1502.jpg,brain_glioma
brain_menin_1939.jpg,C:\Brain Cancer Prediction\data\Images\brain_menin\brain_menin_1939.jpg,brain_menin
brain_glioma_0683.jpg,C:\Brain Cancer Prediction\data\Images\brain_glioma\brain_glioma_0683.jpg,brain_glioma
brain_menin_2003.jpg,C:\Brain Cancer Prediction\data\Images\brain_menin\brain_menin_2003.jpg,brain_menin
brain_tumor_0789.jpg,C:\Brain Cancer Prediction\data\Images\brain_tumor\brain_tumor_0789.jpg,brain_tumor
brain_tumor_1949.jpg,C:\Brain Cancer Prediction\data\Images\brain_tumor\brain_tumor_1949.jpg,brain_tumor
brain_glioma_1491.jpg,C:\Brain Cancer Prediction\data\Images\brain_glioma\brain_glioma_1491.jpg,brain_glioma
brain_menin_0136.jpg,C:\Brain Cancer Prediction\data\Images\brain_menin\brain_menin_0136.jpg,brain_menin
brain_glioma_1506.jpg,C:\Brain Cancer Prediction\data\Images\brain_glioma\brain_glioma_1506.jpg,brain_glioma
brain_menin_1561.jpg,C:\Brain Cancer Prediction\data\Images\brain_menin\brain_menin_1561.jpg,brain_menin
